stock,industry_code,industry_name,implement_date
2122,C34,通用设备制造业,2007/3/28
2123,C38,电气机械及器材制造业,2007/3/28
2123,I65,软件和信息技术服务业,2016/11/10
2124,C13,农副食品加工业,2007/4/3
2124,A03,畜牧业,2021/7/19
2125,C26,化学原料及化学制品制造业,2007/4/3
2126,C36,汽车制造业,2007/4/18
2127,C17,纺织业,2007/4/18
2127,C28,化学纤维制造业,2010/11/1
2127,L72,商务服务业,2016/5/6
2128,B06,煤炭开采和洗选业,2007/4/18
2129,C39,计算机、通信和其他电子设备制造业,2007/4/20
2129,C38,电气机械及器材制造业,2014/7/1
2130,C41,其他制造业,2007/4/20
2130,C39,计算机、通信和其他电子设备制造业,2012/10/26
2131,C35,专用设备制造业,2007/4/27
2131,C34,通用设备制造业,2012/10/26
2131,I64,互联网和相关服务,2016/5/6
2132,C33,金属制品业,2007/4/27
2133,K70,房地产业,2007/4/27
2134,C39,计算机、通信和其他电子设备制造业,2007/5/16
2135,E50,建筑装饰和其他建筑业,2007/5/30
2135,E48,土木工程建筑业,2012/10/26
2135,C33,金属制品业,2020/7/14
2136,C26,化学原料及化学制品制造业,2007/5/30
2137,C39,计算机、通信和其他电子设备制造业,2007/6/13
2137,I64,互联网和相关服务,2017/9/11
2137,C39,计算机、通信和其他电子设备制造业,2019/10/28
2138,C39,计算机、通信和其他电子设备制造业,2007/6/13
2139,C39,计算机、通信和其他电子设备制造业,2007/6/29
2139,C38,电气机械及器材制造业,2012/10/26
2140,M74,专业技术服务业,2007/7/12
2140,E50,建筑装饰和其他建筑业,2011/7/28
2140,E48,土木工程建筑业,2012/10/26
2141,C39,计算机、通信和其他电子设备制造业,2007/7/20
2141,C38,电气机械及器材制造业,2014/7/1
2142,J66,货币金融服务,2007/7/19
2143,C13,农副食品加工业,2007/7/20
2143,L72,商务服务业,2015/1/22
2144,C17,纺织业,2007/8/3
2145,C26,化学原料及化学制品制造业,2007/8/3
2146,K70,房地产业,2007/8/8
2147,C34,通用设备制造业,2007/8/8
2147,K70,房地产业,2016/7/20
2148,I63,电信、广播电视和卫星传输服务,2007/8/10
2148,I65,软件和信息技术服务业,2013/4/1
2149,C32,有色金属冶炼及压延加工业,2007/8/10
2150,C33,金属制品业,2007/8/10
2151,C39,计算机、通信和其他电子设备制造业,2007/8/13
2152,C35,专用设备制造业,2007/8/13
2152,C34,通用设备制造业,2012/10/26
2153,I65,软件和信息技术服务业,2007/8/13
2154,C18,纺织服装、服饰业,2007/8/16
2155,B09,有色金属矿采选业,2007/8/16
2156,C39,计算机、通信和其他电子设备制造业,2007/8/16
2157,C13,农副食品加工业,2007/8/17
2157,A03,畜牧业,2021/7/19
2158,C34,通用设备制造业,2007/8/17
2159,L72,商务服务业,2007/8/17
2159,N78,公共设施管理业,2012/10/26
2160,C32,有色金属冶炼及压延加工业,2007/8/21
2161,C39,计算机、通信和其他电子设备制造业,2007/8/21
2162,C30,非金属矿物制品业,2007/8/23
2163,E50,建筑装饰和其他建筑业,2007/8/23
2164,C34,通用设备制造业,2007/8/23
2164,L72,商务服务业,2018/7/30
2164,C35,专用设备制造业,2019/10/28
2165,C26,化学原料及化学制品制造业,2007/9/13
2166,C27,医药制造业,2007/9/13
2167,C26,化学原料及化学制品制造业,2007/9/13
2167,C32,有色金属冶炼及压延加工业,2016/7/20
2168,C38,电气机械及器材制造业,2007/9/19
2168,I64,互联网和相关服务,2020/7/14
2169,C38,电气机械及器材制造业,2007/9/19
2170,C26,化学原料及化学制品制造业,2007/9/19
2171,C32,有色金属冶炼及压延加工业,2007/9/21
2172,C28,化学纤维制造业,2007/9/21
2173,C41,其他制造业,2007/9/25
2173,Q83,卫生,2017/9/11
2174,C41,其他制造业,2007/9/25
2174,C21,家具制造业,2012/10/26
2174,I64,互联网和相关服务,2015/7/20
2175,C40,仪器仪表制造业,2007/10/12
2175,I64,互联网和相关服务,2016/7/20
2175,C40,仪器仪表制造业,2020/7/14
2176,C38,电气机械及器材制造业,2007/10/12
2177,C35,专用设备制造业,2007/11/1
2178,M74,专业技术服务业,2007/11/1
2179,C39,计算机、通信和其他电子设备制造业,2007/11/1
2180,C38,电气机械及器材制造业,2007/11/13
2180,C39,计算机、通信和其他电子设备制造业,2015/1/22
2181,I65,软件和信息技术服务业,2007/11/16
2181,L72,商务服务业,2012/10/26
2181,R85,新闻和出版业,2021/7/19
2181,L72,商务服务业,2021/11/10
2182,C32,有色金属冶炼及压延加工业,2007/11/13
2183,O81,其他服务业,2007/11/13
2183,L72,商务服务业,2012/10/26
2184,I64,互联网和相关服务,2007/11/16
2184,C38,电气机械及器材制造业,2012/10/26
2185,C39,计算机、通信和其他电子设备制造业,2007/11/20
2186,H62,餐饮业,2007/11/20
2187,F52,零售业,2007/11/22
2188,C39,计算机、通信和其他电子设备制造业,2007/11/22
2188,L72,商务服务业,2016/5/6
2189,C39,计算机、通信和其他电子设备制造业,2007/12/3
2190,C35,专用设备制造业,2007/12/3
2190,C36,汽车制造业,2020/11/5
2191,C23,印刷和记录媒介复制业,2007/12/5
2192,C25,石油加工、炼焦及核燃料加工业,2007/12/5
2192,C26,化学原料及化学制品制造业,2012/10/26
2192,C39,计算机、通信和其他电子设备制造业,2016/7/20
2192,B09,有色金属矿采选业,2021/4/14
2193,C17,纺织业,2007/12/7
2194,C39,计算机、通信和其他电子设备制造业,2007/12/7
2195,I65,软件和信息技术服务业,2007/12/12
2196,C35,专用设备制造业,2007/12/12
2197,C35,专用设备制造业,2007/12/18
2197,C34,通用设备制造业,2012/10/26
2197,I65,软件和信息技术服务业,2021/7/19
2198,C27,医药制造业,2007/12/18
2199,C39,计算机、通信和其他电子设备制造业,2007/12/21
2200,N78,公共设施管理业,2007/12/21
2200,A02,林业,2012/10/26
2201,C30,非金属矿物制品业,2007/12/26
2202,C38,电气机械及器材制造业,2007/12/26
2202,C34,通用设备制造业,2012/10/26
2203,C32,有色金属冶炼及压延加工业,2008/1/16
2204,C34,通用设备制造业,2008/1/16
2204,C35,专用设备制造业,2012/10/26
2205,C30,非金属矿物制品业,2008/1/23
2206,C28,化学纤维制造业,2008/1/23
2207,B11,开采辅助活动,2008/1/28
2208,K70,房地产业,2008/1/28
2209,C35,专用设备制造业,2008/1/30
2210,O81,其他服务业,2008/1/30
2210,L72,商务服务业,2012/10/26
2211,C26,化学原料及化学制品制造业,2008/2/1
2212,C38,电气机械及器材制造业,2008/2/1
2212,I65,软件和信息技术服务业,2021/1/25
2213,C36,汽车制造业,2008/2/1
2214,C39,计算机、通信和其他电子设备制造业,2008/2/18
2215,C26,化学原料及化学制品制造业,2008/2/18
2216,C14,食品制造业,2008/2/20
2217,C26,化学原料及化学制品制造业,2008/2/20
2217,C39,计算机、通信和其他电子设备制造业,2015/7/20
2218,C39,计算机、通信和其他电子设备制造业,2008/2/28
2218,C38,电气机械及器材制造业,2014/7/1
2219,C27,医药制造业,2008/3/6
2219,Q83,卫生,2021/7/19
2220,C13,农副食品加工业,2008/2/28
2221,F51,批发业,2008/3/6
2222,C39,计算机、通信和其他电子设备制造业,2008/3/19
2223,C35,专用设备制造业,2008/4/18
2224,C29,橡胶和塑料制品业,2008/4/25
2225,C30,非金属矿物制品业,2008/4/25
2226,C26,化学原料及化学制品制造业,2008/5/6
2227,C38,电气机械及器材制造业,2008/5/6
2228,C22,造纸及纸制品业,2008/5/8
2229,C23,印刷和记录媒介复制业,2008/5/8
2230,I65,软件和信息技术服务业,2008/5/12
2231,C39,计算机、通信和其他电子设备制造业,2008/5/12
2232,I65,软件和信息技术服务业,2008/5/9
2233,C30,非金属矿物制品业,2008/5/16
2234,A03,畜牧业,2008/5/16
2235,C22,造纸及纸制品业,2008/5/16
2235,I64,互联网和相关服务,2018/7/30
2236,C39,计算机、通信和其他电子设备制造业,2008/5/20
2237,C32,有色金属冶炼及压延加工业,2008/5/20
2238,R86,广播、电视、电影和影视录音制作业,2008/5/26
2238,I63,电信、广播电视和卫星传输服务,2012/10/26
2239,C18,纺织服装、服饰业,2008/5/22
2239,C36,汽车制造业,2016/7/20
2240,C20,木材加工及木、竹、藤、棕、草制品业,2008/5/23
2240,C32,有色金属冶炼及压延加工业,2021/1/25
2241,C39,计算机、通信和其他电子设备制造业,2008/5/22
2242,C38,电气机械及器材制造业,2008/5/28
2243,C29,橡胶和塑料制品业,2008/5/28
2244,K70,房地产业,2008/5/29
2245,O81,其他服务业,2008/6/5
2245,G58,装卸搬运和运输代理业,2012/10/26
2245,C38,电气机械及器材制造业,2021/7/19
2246,C26,化学原料及化学制品制造业,2008/6/5
2247,C41,其他制造业,2008/6/12
2247,I64,互联网和相关服务,2018/7/30
2248,C34,通用设备制造业,2008/6/12
2249,C38,电气机械及器材制造业,2008/6/19
2250,C26,化学原料及化学制品制造业,2008/6/19
2251,F52,零售业,2008/6/19
2252,C27,医药制造业,2008/6/23
2253,I65,软件和信息技术服务业,2008/6/23
2254,C28,化学纤维制造业,2008/6/25
2255,C34,通用设备制造业,2008/6/25
2256,C26,化学原料及化学制品制造业,2008/6/25
2256,D44,电力、热力生产和供应业,2020/7/14
2258,C26,化学原料及化学制品制造业,2008/7/8
2259,C20,木材加工及木、竹、藤、棕、草制品业,2008/7/16
2259,D45,燃气生产和供应业,2017/9/11
2260,C38,电气机械及器材制造业,2008/7/16
2261,I63,电信、广播电视和卫星传输服务,2008/7/23
2261,I65,软件和信息技术服务业,2012/10/26
2262,F51,批发业,2008/7/23
2262,C27,医药制造业,2015/5/4
2263,C29,橡胶和塑料制品业,2008/7/28
2264,F52,零售业,2008/7/31
2265,C34,通用设备制造业,2008/8/6
2265,C36,汽车制造业,2012/10/26
2266,C38,电气机械及器材制造业,2008/8/6
2266,C34,通用设备制造业,2012/10/26
2266,C38,电气机械及器材制造业,2017/9/11
2266,N77,生态保护和环境治理业,2020/7/14
2267,D45,燃气生产和供应业,2008/8/13
2268,I65,软件和信息技术服务业,2008/8/11
2269,F52,零售业,2008/8/28
2269,C18,纺织服装、服饰业,2012/10/26
2270,C34,通用设备制造业,2008/9/5
2270,C38,电气机械及器材制造业,2016/5/6
2271,C30,非金属矿物制品业,2008/9/10
2272,C35,专用设备制造业,2008/9/19
2272,C34,通用设备制造业,2012/10/26
2273,C39,计算机、通信和其他电子设备制造业,2008/9/19
2274,C26,化学原料及化学制品制造业,2008/9/25
2275,C27,医药制造业,2009/7/10
2276,C38,电气机械及器材制造业,2009/7/10
2277,F52,零售业,2009/7/17
2278,C35,专用设备制造业,2009/8/11
2279,I65,软件和信息技术服务业,2009/8/11
2280,I65,软件和信息技术服务业,2009/8/21
2280,F52,零售业,2021/7/19
2281,C39,计算机、通信和其他电子设备制造业,2009/8/21
2282,C41,其他制造业,2009/8/21
2282,C34,通用设备制造业,2011/7/27
2283,C37,铁路、船舶、航空航天和其它运输设备制造业,2009/8/21
2283,C36,汽车制造业,2012/10/26
2284,C36,汽车制造业,2009/8/28
2285,K70,房地产业,2009/8/28
2286,C14,食品制造业,2009/8/28
2286,C13,农副食品加工业,2012/10/26
2287,C27,医药制造业,2009/8/28
2288,C39,计算机、通信和其他电子设备制造业,2009/9/3
2289,C39,计算机、通信和其他电子设备制造业,2009/9/3
2290,C41,其他制造业,2009/9/3
2290,C38,电气机械及器材制造业,2012/10/26
2291,C19,皮革、毛皮、羽毛及其制品和制鞋业,2009/9/3
2291,C18,纺织服装、服饰业,2012/10/26
2292,C24,文教、工美、体育和娱乐用品制造业,2009/9/10
2293,C17,纺织业,2009/9/10
2294,C27,医药制造业,2009/9/10
2295,C32,有色金属冶炼及压延加工业,2009/9/29
2296,I65,软件和信息技术服务业,2009/9/29
2296,C39,计算机、通信和其他电子设备制造业,2012/10/26
2297,C35,专用设备制造业,2009/9/29
2297,C30,非金属矿物制品业,2012/10/26
2298,C38,电气机械及器材制造业,2009/9/29
2298,I65,软件和信息技术服务业,2016/7/20
2299,A03,畜牧业,2009/10/21
2300,C38,电气机械及器材制造业,2009/10/21
2301,C24,文教、工美、体育和娱乐用品制造业,2009/10/21
2302,C30,非金属矿物制品业,2009/11/3
2303,C22,造纸及纸制品业,2009/11/3
2304,C15,酒、饮料和精制茶制造业,2009/11/6
2305,K70,房地产业,2009/11/6
2306,H62,餐饮业,2009/11/11
2306,I64,互联网和相关服务,2021/7/19
2307,E48,土木工程建筑业,2009/11/11
2308,C39,计算机、通信和其他电子设备制造业,2009/11/27
2309,C38,电气机械及器材制造业,2009/11/27
2310,E50,建筑装饰和其他建筑业,2009/11/27
2310,E48,土木工程建筑业,2012/10/26
2310,N77,生态保护和环境治理业,2020/11/5
2311,C13,农副食品加工业,2009/11/27
2312,C39,计算机、通信和其他电子设备制造业,2009/12/3
2312,C26,化学原料及化学制品制造业,2019/10/28
2313,C39,计算机、通信和其他电子设备制造业,2009/12/3
2314,C33,金属制品业,2009/12/3
2314,E50,建筑装饰和其他建筑业,2012/10/26
2314,K70,房地产业,2016/7/20
2315,I64,互联网和相关服务,2009/12/9
2316,I63,电信、广播电视和卫星传输服务,2009/12/9
2316,I65,软件和信息技术服务业,2012/10/26
2317,C27,医药制造业,2009/12/11
2318,C31,黑色金属冶炼及压延加工业,2009/12/11
2318,C33,金属制品业,2012/10/26
2319,C26,化学原料及化学制品制造业,2009/12/11
2320,G55,水上运输业,2009/12/16
2321,A03,畜牧业,2009/12/16
2322,C38,电气机械及器材制造业,2009/12/18
2322,I65,软件和信息技术服务业,2019/2/12
2323,C35,专用设备制造业,2009/12/18
2323,E50,建筑装饰和其他建筑业,2015/10/27
2324,C29,橡胶和塑料制品业,2009/12/18
2325,E50,建筑装饰和其他建筑业,2009/12/22
2326,C26,化学原料及化学制品制造业,2009/12/22
2327,C17,纺织业,2009/12/30
2328,C33,金属制品业,2009/12/30
2328,C36,汽车制造业,2014/7/1
2329,C14,食品制造业,2010/1/6
2330,C13,农副食品加工业,2010/1/6
2331,I65,软件和信息技术服务业,2010/1/6
2332,C27,医药制造业,2010/1/12
2333,C32,有色金属冶炼及压延加工业,2010/1/12
2334,C38,电气机械及器材制造业,2010/1/13
2335,C38,电气机械及器材制造业,2010/1/13
2336,F52,零售业,2010/1/13
2337,C35,专用设备制造业,2010/1/15
2338,C40,仪器仪表制造业,2010/1/15
2339,I65,软件和信息技术服务业,2010/1/22
2339,C38,电气机械及器材制造业,2012/10/26
2340,B09,有色金属矿采选业,2010/1/22
2340,C42,废弃资源综合利用业,2012/10/26
2341,C26,化学原料及化学制品制造业,2010/1/22
2342,C41,其他制造业,2010/1/26
2342,C33,金属制品业,2012/10/26
2343,C29,橡胶和塑料制品业,2010/1/26
2343,R86,广播、电视、电影和影视录音制作业,2015/10/27
2344,S90,综合,2010/1/26
2344,F52,零售业,2011/7/25
2344,L72,商务服务业,2012/10/26
2345,C41,其他制造业,2010/1/28
2346,C30,非金属矿物制品业,2010/1/28
2346,C38,电气机械及器材制造业,2015/7/20
2347,C34,通用设备制造业,2010/1/28
2348,C24,文教、工美、体育和娱乐用品制造业,2010/2/3
2349,C27,医药制造业,2010/2/3
2350,C38,电气机械及器材制造业,2010/2/3
2351,C39,计算机、通信和其他电子设备制造业,2010/2/5
2352,C33,金属制品业,2010/2/5
2352,G60,邮政业,2017/6/1
2353,B11,开采辅助活动,2010/2/5
2353,C35,专用设备制造业,2012/10/26
2354,C20,木材加工及木、竹、藤、棕、草制品业,2010/2/9
2354,I64,互联网和相关服务,2015/5/4
2355,C36,汽车制造业,2010/2/9
2356,C40,仪器仪表制造业,2010/2/9
2356,C41,其他制造业,2016/7/20
2356,F52,零售业,2017/2/16
2357,G54,道路运输业,2010/2/10
2358,C38,电气机械及器材制造业,2010/2/10
2359,C33,金属制品业,2010/2/10
2359,I63,电信、广播电视和卫星传输服务,2017/9/11
2360,C26,化学原料及化学制品制造业,2010/3/3
2361,C26,化学原料及化学制品制造业,2010/3/3
2362,I65,软件和信息技术服务业,2010/3/3
2362,C39,计算机、通信和其他电子设备制造业,2012/10/26
2363,C36,汽车制造业,2010/3/5
2364,C38,电气机械及器材制造业,2010/3/5
2365,C27,医药制造业,2010/3/5
2366,C34,通用设备制造业,2010/3/12
2366,C35,专用设备制造业,2015/10/27
2367,C37,铁路、船舶、航空航天和其它运输设备制造业,2010/3/12
2367,C34,通用设备制造业,2012/10/26
2368,I65,软件和信息技术服务业,2010/3/12
2369,C39,计算机、通信和其他电子设备制造业,2010/3/16
2370,C27,医药制造业,2010/3/16
2371,C39,计算机、通信和其他电子设备制造业,2010/3/16
2371,C35,专用设备制造业,2017/11/14
2372,C29,橡胶和塑料制品业,2010/3/18
2373,I65,软件和信息技术服务业,2010/3/18
2374,C33,金属制品业,2010/3/18
2374,E48,土木工程建筑业,2017/9/11
2374,C33,金属制品业,2021/7/19
2375,E50,建筑装饰和其他建筑业,2010/3/23
2376,C39,计算机、通信和其他电子设备制造业,2010/3/23
2377,C25,石油加工、炼焦及核燃料加工业,2010/3/23
2377,K70,房地产业,2018/1/19
2378,C32,有色金属冶炼及压延加工业,2010/3/31
2379,C32,有色金属冶炼及压延加工业,2010/3/31
2380,C38,电气机械及器材制造业,2010/3/31
2380,I65,软件和信息技术服务业,2019/7/11
2381,C29,橡胶和塑料制品业,2010/4/2
2382,C29,橡胶和塑料制品业,2010/4/2
2382,C35,专用设备制造业,2018/11/2
2383,C39,计算机、通信和其他电子设备制造业,2010/4/2
2384,C33,金属制品业,2010/4/9
2384,L72,商务服务业,2012/10/26
2384,C33,金属制品业,2013/6/28
2384,C39,计算机、通信和其他电子设备制造业,2018/5/21
2385,C13,农副食品加工业,2010/4/9
2386,C26,化学原料及化学制品制造业,2010/4/9
2387,C15,酒、饮料和精制茶制造业,2010/4/13
2387,C39,计算机、通信和其他电子设备制造业,2018/7/30
2388,C39,计算机、通信和其他电子设备制造业,2010/4/13
2389,C39,计算机、通信和其他电子设备制造业,2010/4/13
2390,C27,医药制造业,2010/4/16
2391,C26,化学原料及化学制品制造业,2010/4/16
2392,C30,非金属矿物制品业,2010/4/23
2393,C27,医药制造业,2010/4/23
2394,C17,纺织业,2010/4/23
2395,C29,橡胶和塑料制品业,2010/4/29
2396,C39,计算机、通信和其他电子设备制造业,2010/6/23
2397,C17,纺织业,2010/4/29
2398,C41,其他制造业,2010/5/6
2398,L72,商务服务业,2011/4/8
2398,M74,专业技术服务业,2012/10/26
2398,C26,化学原料及化学制品制造业,2020/7/14
2399,C27,医药制造业,2010/5/6
2400,L72,商务服务业,2010/5/6
2401,I65,软件和信息技术服务业,2010/5/6
2402,C39,计算机、通信和其他电子设备制造业,2010/5/11
2403,C33,金属制品业,2010/5/11
2404,C17,纺织业,2010/5/11
2404,C18,纺织服装、服饰业,2012/10/26
2405,I65,软件和信息技术服务业,2010/5/18
2406,C36,汽车制造业,2010/5/18
2407,C26,化学原料及化学制品制造业,2010/5/18
2408,C26,化学原料及化学制品制造业,2010/5/18
2409,C26,化学原料及化学制品制造业,2010/5/25
2410,I65,软件和信息技术服务业,2010/5/25
2411,C26,化学原料及化学制品制造业,2010/5/25
2411,C27,医药制造业,2016/5/6
2412,C27,医药制造业,2010/5/25
2413,C34,通用设备制造业,2010/5/28
2413,C38,电气机械及器材制造业,2012/10/26
2413,C39,计算机、通信和其他电子设备制造业,2016/5/6
2414,C39,计算机、通信和其他电子设备制造业,2010/7/16
2415,C39,计算机、通信和其他电子设备制造业,2010/5/28
2416,I63,电信、广播电视和卫星传输服务,2010/5/28
2416,F51,批发业,2011/7/22
2417,C39,计算机、通信和其他电子设备制造业,2010/6/1
2417,I65,软件和信息技术服务业,2019/7/11
2418,C34,通用设备制造业,2010/6/1
2419,F52,零售业,2010/6/1
2420,C29,橡胶和塑料制品业,2010/6/1
2421,I64,互联网和相关服务,2010/6/3
2421,I65,软件和信息技术服务业,2012/10/26
2422,C27,医药制造业,2010/6/3
2423,C35,专用设备制造业,2010/6/3
2423,J69,其他金融业,2019/4/19
2424,C27,医药制造业,2010/6/3
2425,C18,纺织服装、服饰业,2010/6/8
2425,I64,互联网和相关服务,2017/9/11
2426,C39,计算机、通信和其他电子设备制造业,2010/6/8
2427,C28,化学纤维制造业,2010/6/8
2428,C32,有色金属冶炼及压延加工业,2010/6/8
2429,C39,计算机、通信和其他电子设备制造业,2010/6/10
2430,C34,通用设备制造业,2010/6/10
2430,C35,专用设备制造业,2012/10/26
2431,E50,建筑装饰和其他建筑业,2010/6/10
2431,E48,土木工程建筑业,2012/10/26
2432,C35,专用设备制造业,2010/6/10
2433,C27,医药制造业,2010/6/18
2434,C36,汽车制造业,2010/6/18
2435,C35,专用设备制造业,2010/6/18
2435,C27,医药制造业,2018/5/21
2436,C39,计算机、通信和其他电子设备制造业,2010/6/18
2437,C27,医药制造业,2010/6/23
2438,C34,通用设备制造业,2010/6/23
2439,I65,软件和信息技术服务业,2010/6/23
2439,I64,互联网和相关服务,2012/10/26
2439,I65,软件和信息技术服务业,2021/4/14
2440,C26,化学原料及化学制品制造业,2010/7/6
2441,F51,批发业,2010/7/6
2442,C26,化学原料及化学制品制造业,2010/7/6
2443,C33,金属制品业,2010/7/6
2444,C33,金属制品业,2010/7/13
2445,C35,专用设备制造业,2010/7/13
2445,C33,金属制品业,2011/7/28
2445,R86,广播、电视、电影和影视录音制作业,2017/9/11
2446,C39,计算机、通信和其他电子设备制造业,2010/7/13
2447,A04,渔业,2010/7/13
2447,I64,互联网和相关服务,2018/1/19
2448,C36,汽车制造业,2010/7/16
2449,C39,计算机、通信和其他电子设备制造业,2010/7/16
2450,C26,化学原料及化学制品制造业,2010/7/16
2450,C29,橡胶和塑料制品业,2012/10/26
2451,C38,电气机械及器材制造业,2010/7/20
2452,C38,电气机械及器材制造业,2010/7/20
2453,C26,化学原料及化学制品制造业,2010/7/20
2453,I65,软件和信息技术服务业,2019/7/11
2454,C36,汽车制造业,2010/7/20
2455,C26,化学原料及化学制品制造业,2010/8/3
2456,C39,计算机、通信和其他电子设备制造业,2010/8/3
2457,C30,非金属矿物制品业,2010/8/3
2458,A03,畜牧业,2010/8/10
2459,C35,专用设备制造业,2010/8/10
2459,C38,电气机械及器材制造业,2020/1/10
2460,C32,有色金属冶炼及压延加工业,2010/8/10
2461,C15,酒、饮料和精制茶制造业,2010/8/18
2462,F51,批发业,2010/8/18
2463,C39,计算机、通信和其他电子设备制造业,2010/8/18
2464,C29,橡胶和塑料制品业,2010/8/31
2464,I64,互联网和相关服务,2016/7/20
2465,C39,计算机、通信和其他电子设备制造业,2010/8/31
2466,C26,化学原料及化学制品制造业,2010/8/31
2466,C32,有色金属冶炼及压延加工业,2016/7/20
2467,I63,电信、广播电视和卫星传输服务,2010/9/8
2467,I64,互联网和相关服务,2012/10/26
2468,C33,金属制品业,2010/9/8
2468,C34,通用设备制造业,2012/10/26
2468,G60,邮政业,2017/9/11
2469,L72,商务服务业,2010/9/8
2469,M74,专业技术服务业,2012/10/26
2469,E48,土木工程建筑业,2020/7/14
2469,C26,化学原料及化学制品制造业,2021/1/25
2470,C26,化学原料及化学制品制造业,2010/9/8
2471,C38,电气机械及器材制造业,2010/9/10
2472,C34,通用设备制造业,2010/9/10
2473,C39,计算机、通信和其他电子设备制造业,2010/9/10
2473,C38,电气机械及器材制造业,2012/10/26
2474,I65,软件和信息技术服务业,2010/9/15
2475,C39,计算机、通信和其他电子设备制造业,2010/9/15
2476,C26,化学原料及化学制品制造业,2010/9/15
2477,A03,畜牧业,2010/9/15
2478,C31,黑色金属冶炼及压延加工业,2010/9/21
2478,C33,金属制品业,2012/10/26
2479,D44,电力、热力生产和供应业,2010/9/21
2480,C34,通用设备制造业,2010/9/21
2481,C14,食品制造业,2010/9/21
2482,E50,建筑装饰和其他建筑业,2010/9/29
2483,C43,金属制品、机械和设备修理业,2010/9/29
2483,C34,通用设备制造业,2012/10/26
2484,C39,计算机、通信和其他电子设备制造业,2010/9/29
2485,C18,纺织服装、服饰业,2010/10/15
2485,N78,公共设施管理业,2020/7/14
2486,C17,纺织业,2010/10/15
2486,C18,纺织服装、服饰业,2012/10/26
2487,C33,金属制品业,2010/10/15
2488,C36,汽车制造业,2010/10/21
2489,C21,家具制造业,2010/10/21
2490,C35,专用设备制造业,2010/10/21
2491,C39,计算机、通信和其他电子设备制造业,2010/10/21
2491,C38,电气机械及器材制造业,2012/10/26
2492,G59,仓储业,2010/11/2
2493,C28,化学纤维制造业,2010/11/2
2494,C19,皮革、毛皮、羽毛及其制品和制鞋业,2010/11/2
2495,C14,食品制造业,2010/11/2
2496,C26,化学原料及化学制品制造业,2010/11/9
2497,C26,化学原料及化学制品制造业,2010/11/9
2498,C38,电气机械及器材制造业,2010/11/9
2499,C35,专用设备制造业,2010/11/9
2499,D44,电力、热力生产和供应业,2017/11/14
2500,J67,资本市场服务,2010/11/15
2501,C32,有色金属冶炼及压延加工业,2010/11/17
2502,C24,文教、工美、体育和娱乐用品制造业,2010/11/17
2502,R86,广播、电视、电影和影视录音制作业,2016/11/10
2503,F52,零售业,2010/11/17
2503,C18,纺织服装、服饰业,2012/10/26
2504,C39,计算机、通信和其他电子设备制造业,2010/11/18
2504,E50,建筑装饰和其他建筑业,2015/1/22
2505,A03,畜牧业,2010/11/18
2505,F51,批发业,2018/7/30
2506,C39,计算机、通信和其他电子设备制造业,2010/11/18
2507,C14,食品制造业,2010/11/23
2508,C38,电气机械及器材制造业,2010/11/23
2509,C35,专用设备制造业,2010/11/23
2510,C36,汽车制造业,2010/11/25
2511,C22,造纸及纸制品业,2010/11/25
2512,C39,计算机、通信和其他电子设备制造业,2010/12/3
2513,C26,化学原料及化学制品制造业,2010/12/3
2514,C33,金属制品业,2010/12/3
2515,C13,农副食品加工业,2010/12/3
2516,C17,纺织业,2010/12/7
2517,C19,皮革、毛皮、羽毛及其制品和制鞋业,2010/12/7
2517,I65,软件和信息技术服务业,2016/1/25
2517,I64,互联网和相关服务,2016/7/20
2518,C38,电气机械及器材制造业,2010/12/7
2519,C39,计算机、通信和其他电子设备制造业,2010/12/7
2520,C34,通用设备制造业,2010/12/10
2521,C22,造纸及纸制品业,2010/12/10
2522,C29,橡胶和塑料制品业,2010/12/10
2523,C35,专用设备制造业,2010/12/10
2523,C34,通用设备制造业,2012/10/26
2524,C33,金属制品业,2010/12/17
2524,E50,建筑装饰和其他建筑业,2012/10/26
2524,D45,燃气生产和供应业,2016/11/10
2524,Q83,卫生,2019/7/11
2526,C35,专用设备制造业,2010/12/17
2527,C38,电气机械及器材制造业,2010/12/24
2528,C39,计算机、通信和其他电子设备制造业,2010/12/24
2529,C35,专用设备制造业,2010/12/24
2529,C34,通用设备制造业,2012/10/26
2530,C34,通用设备制造业,2010/12/31
2530,I64,互联网和相关服务,2017/9/11
2531,C35,专用设备制造业,2010/12/31
2531,C38,电气机械及器材制造业,2012/10/26
2532,C35,专用设备制造业,2010/12/31
2532,C34,通用设备制造业,2012/10/26
2532,C32,有色金属冶炼及压延加工业,2021/4/14
2533,C38,电气机械及器材制造业,2010/12/31
2534,C34,通用设备制造业,2011/1/10
2535,C35,专用设备制造业,2011/1/11
2536,C36,汽车制造业,2011/1/11
2537,C34,通用设备制造业,2011/1/10
2538,C26,化学原料及化学制品制造业,2011/1/18
2539,C26,化学原料及化学制品制造业,2011/1/18
2540,C32,有色金属冶炼及压延加工业,2011/1/18
2541,C33,金属制品业,2011/1/18
2542,E50,建筑装饰和其他建筑业,2011/1/28
2542,E48,土木工程建筑业,2012/10/26
2543,C38,电气机械及器材制造业,2011/1/28
2544,I63,电信、广播电视和卫星传输服务,2011/1/28
2544,I65,软件和信息技术服务业,2012/10/26
2545,C33,金属制品业,2011/2/11
2546,C38,电气机械及器材制造业,2011/2/11
2547,C33,金属制品业,2011/2/18
2548,C13,农副食品加工业,2011/2/18
2549,C41,其他制造业,2011/2/18
